;title_s;authors;year_i;type;id;collected_by;number_authors
711;Réordonnancer des thésaurus distributionnels en combinant différents critères.;['Olivier Ferret'];2015;Publication;711;Frank;1
712;TITUS. Das Projekt eines indogermanishcen Thesaurus.;['Jost Gippert'];1995;Publication;712;Frank;1
713;The comparison of thesaurus and ontology: Case of ASIS&T web-based thesaurus and designed ontology.;['Maryam Nowroozi', 'Mahdieh Mirzabeigi', 'Hajar Sotudeh'];2018;Publication;713;Frank;3
715;Thesaurus-based 3D Object Retrieval with Part-in-Whole Matching.;['Alfredo Ferreira', 'Simone Marini', 'Marco Attene', 'Manuel J. Fonseca', 'Michela Spagnuolo', 'Joaquim A. Jorge', 'Bianca Falcidieno'];2010;Publication;715;Frank;7
716;"Thesaurus Construction : a practical manual ; information retrieval, index languages, thesauri, classification systems, searching, information services";['Jean Aitchison', 'Alan Gilchrist'];1986;Publication;716;Frank;2
717;SKOS Thesaurus Management based on Linked Data with Poolparty.;['Andreas Blumauer'];2009;Publication;717;Frank;1
718;An Algorithmic Scheme for Statistical Thesaurus Construction in a Morphologically Rich Language.;['Chaya Liebeskind', 'Ido Dagan', 'Jonathan Schler'];2019;Publication;718;Frank;3
719;Multi-labeled Patent Document Classification using Technical Term Thesaurus.;['Yoshimi Suzuki', 'Fumiyo Fukumoto'];2011;Publication;719;Frank;2
720;Can a Convolutional Neural Network Support Auditing of NCI Thesaurus Neoplasm Concepts?;['Hao Liu', 'Ling Zheng', 'Yehoshua Perl', 'James Geller', 'Gai Elhanan'];2018;Publication;720;Frank;5
721;Thesaurus mapping: a challenge for ontology alignment?;['Dominique Ritze', 'Kai Eckert'];2012;Publication;721;Frank;2
722;Evaluation of the Sketch Engine Thesaurus on Analogy Queries.;['Pavel Rychlý'];2016;Publication;722;Frank;1
723;A framework for work task based thesaurus design.;['Marianne Lykke Nielsen'];2001;Publication;723;Frank;1
724;MetaNet --- A Metadata Term Thesaurus to Enable Semantic Interoperability Between Metadata Domains;['Jane Hunter'];2001;Publication;724;Frank;1
725;Finding Taxonomical Relation from an MRD for Thesaurus Extension.;['SeonHwa Choi', 'Hyuk Ro Park'];2005;Publication;725;Frank;2
726;"Thesaurus Korrosion-Korrosionsschutz: Gegenstand, erste Erfahrungen mit d. auf seiner Basis arbeitenden Speicher- u. Suchsystem; Konzeption für d. Ausbau d. Thesaurus als Grundlage für e. mechanisiertes Teilsystem innerhalb d. Informationssystems Wissenschaft u. Technik IWT";['Werner Dux'];1971;Publication;726;Frank;1
727;Parerga zur lateinischen Sprachgeschichte und zum Thesaurus: T. 1.;['Bertold Maurenbrecher'];1913;Publication;727;Frank;1
728;CONDOCS: A Concept-Based Document Categorization System Using Concept-Probability Vector with Thesaurus.;['Hyun-Kyu Kang', 'Jeong-Oog Lee', 'Heung Seok Jeon', 'Myeong-Cheol Ko', 'Doo-Hyun Kim', 'Ryumduck Oh', 'Wonseog Kang'];2004;Publication;728;Frank;7
729;Task-based evaluation of associative thesaurus in real-life environment.;['Marianne Lykke Nielsen'];2004;Publication;729;Frank;1
730;Development of a cross-thesaurus with Internet-based refinement supported by UMLS.;['Stefano Dessena', 'Angelo Rossi Mori', 'Elena Galeazzi'];1999;Publication;730;Frank;3
731;Supporting the generation of argument structure within video sequences;['Stefano Bocconi', 'Frank Nack', 'Lynda Hardman'];2005;Publication;731;Frank;3
732;Standard-Thesaurus Wirtschaft;[' ?'];1998;Publication;732;Frank;1
733;Recognizing Topic Change in Search Sessions of Digital Libraries based on Thesaurus and Classification System.;['Daniel Hienert', 'Dagmar Kern'];2019;Publication;733;Frank;2
734;E-learning Document Search Method with Supplemental Keywords Derived from Keywords in Meta-Tag and Descriptions which are Included in the Header of the First Search Result;['Herman Tolle Kohei Arai'];2012;Publication;734;Frank;1
735;Toward a Pan-Chinese Thesaurus.;['Benjamin K. Tsou', 'Oi Yee Kwong'];2006;Publication;735;Frank;2
736;Text categorization algorithms using semantic approaches, corpus-based thesaurus and WordNet.;['Cheng Hua Li', 'Ju Cheng Yang', 'Soon Cheol Park'];2012;Publication;736;Frank;3
737;Revisiting the Potentialities of a Mechanical Thesaurus.;['Uta Priss', 'L. John Old'];2009;Publication;737;Frank;2
738;Reengineering thesauri for new applications: The AGROVOC example;['D. Soergel', 'B. Lauser', 'A. Liang', 'F. Fisseha', 'J. Keizer', 'S. Katz'];2004;Publication;738;Frank;6
739;Bibliothecae Divi Marci Venetiarum codices graeci manuscripti, Volumen I: Thesaurus Antiquus. Codices 1-299;['E. Mioni'];1981;Publication;739;Frank;1
740;What are the differences between a vocabulary, a taxonomy, a thesaurus, an ontology, and a meta-model?;['Woody Pidcock'];2003;Publication;740;Frank;1
741;Bayesian network models for hierarchical text classification from a thesaurus.;['Luis M. de Campos', 'Alfonso E. Romero'];2009;Publication;741;Frank;2
743;Using Distributional Thesaurus Embedding for Co-hyponymy Detection.;['Abhik Jana', 'Nikhil Reddy Varimalla', 'Pawan Goyal'];2020;Publication;743;Frank;3
744;Utilisation d'un outil de recherche d'information pour la mise en correspondance de thesaurus.;['Laurie Planes', 'Stéphane Dervaux', 'Juliette Dibie-Barthélemy', 'Nicolas Guinet', 'Liliana Ibanescu'];2013;Publication;744;Frank;5
745;Модель семантического поиска на базе тезауруса (The Semantic Search Model Based on the Thesaurus).;['Dmitriy Malakhov', 'Vladimir A. Serebryakov'];2017;Publication;745;Frank;2
746;Semi-Automatic Indexing of Documents with a Multilingual Thesaurus.;['Ulrich Schiel', 'Ianna M. S. F. de Sousa'];2003;Publication;746;Frank;2
747;A Thesaurus for a Parliamentary Information System.;['Wolfgang Mausberg'];1974;Publication;747;Frank;1
748;Using a thesaurus-based approach for the categorisation of web sites.;['Sameerchand Pudaruth', 'Youven Ankiah', 'Keshav Sembhoo'];2014;Publication;748;Frank;3
749;Lexical Cohesion, the Thesaurus, and the Structure of Text;['Jane Morris'];1988;Publication;749;Frank;1
750;Vers l'aide a l'acces a un thesaurus systemes de production et reseaux de petri.;['Jean-Michel Knippel'];1987;Publication;750;Frank;1
751;Query Expansion Based on Thesaurus Relations: Evaluation over Internet.;['Luiz Augusto Sangoi Pizzato', 'Vera Lúcia Strube de Lima'];2003;Publication;751;Frank;2
752;Using a Hierarchical Thesaurus for Classifying and Searching Software Libraries.;['Hsien-Chou Liao', 'Ming-Feng Chen', 'Feng-Jian Wang', 'Jian-Cheng Dai'];1997;Publication;752;Frank;4
753;Use Of Keyphrase Extraction Software For Creation Of An Aec/fm Thesaurus;['Branka Kosovac', 'Dana J. Vanier', 'Thomas M. Froese'];2000;Publication;753;Frank;3
754;Reusing Translated Terms to Expand a Multilingual Thesaurus.;['Rocio Guillén'];1998;Publication;754;Frank;1
755;Computer generation of thesaurus from structured subject-propositions.;['F. J. Devadason', 'V. Balasubramanian'];1981;Publication;755;Frank;2
756;Individual Information Thesaurus: Associative Fields and an Model of Semantic Development.;['Tatjana Rogozhnikova'];1990;Publication;756;Frank;1
757;Thesaurus Construction.;['Padmini Srivasan'];1992;Publication;757;Frank;1
758;PunFields at SemEval-2017 Task 7: Employing Roget's Thesaurus in Automatic Pun Recognition and Interpretation.;['Elena Mikhalkova', 'Yuri Karyakin'];2017;Publication;758;Frank;2
759;Query Expansion of Zero-Hit Subject Searches: Using a Thesaurus in Conjunction with NLP Techniques.;['Sarantos Kapidakis', 'Anna Mastora', 'Manolis Peponakis'];2012;Publication;759;Frank;3
760;Automatic thesaurus construction supporting fuzzy retrieval of reusable components.;['Ernesto Damiani', 'Maria Grazia Fugini'];1995;Publication;760;Frank;2
762;Hämatologischer Thesaurus: ein klassifiziertes hämatologisches Glossar;['Dorothea Waleh Scheida'];1982;Publication;762;Frank;1
763;Experiments with Automatic Indexing and a Relational Thesaurus in a Chinese Information Retrieval System.;['Tian-Long Wan', 'Martha W. Evens', 'Yeun-Wen Wan', 'Yuen-Yuan Pao'];1997;Publication;763;Frank;4
764;Building a thesaurus for a collection of cartoon drawings.;['J. D. Bovey'];1995;Publication;764;Frank;1
765;SINAI at GeoCLEF 2006: Expanding the Topics with Geographical Information and Thesaurus.;['Manuel García Vega', 'Miguel Ángel García Cumbreras', 'Luis Alfonso Ureña López', 'José M. Perea-Ortega'];2006;Publication;765;Frank;4
766;ASIS&T Thesaurus descriptors chosen by JASIST submitting authors and peer reviewers.;['Debora Shaw', 'Sean M. Lind'];2010;Publication;766;Frank;2
767;Thesaurus enrichment for query expansion in audiovisual archives.;['Laura Hollink', 'Véronique Malaisé', 'Guus Schreiber'];2010;Publication;767;Frank;3
768;Thesaurus-enhanced visual interfaces for multilingual information retrieval.;['Ali Shiri', 'Stan Ruecker', 'Karl Anvik', 'Ximena Rossello'];2006;Publication;768;Frank;4
769;Fast Semantic Relatedness: WordNet: : Similarity vs Roget's Thesaurus.;['Alistair Kennedy', 'Stan Szpakowicz'];2012;Publication;769;Frank;2
770;Bridging the Gap between Dictionary and Thesaurus.;['Oi Yee Kwong'];1998;Publication;770;Frank;1
771;Thesaurus construction : a practical manual;['Jean Aitchison', 'Alan Gilchrist'];1972;Publication;771;Frank;2
772;On a model of information retrieval system based on thesaurus.;['Wladyslaw M. Turski'];1971;Publication;772;Frank;1
773;Von der Tag-Cloud zum Tag-Cluster. Statistischer Thesaurus auf der Basis syntagmatischer Relationen und seine m\ögliche Nutzung in Web 2.0-Diensten;['K. Knautz'];2008;Publication;773;Frank;1
774;Evaluating co-occurrence order for automatic thesaurus construction.;['Roger Granada', 'Renata Vieira', 'Vera Lúcia Strube de Lima'];2012;Publication;774;Frank;3
775;An Agent Based Peer-to-Peer Network with Thesaurus Based Searching, and Load Balancing.;['Sabu M. Thampi', 'K. Chandra Sekaran'];2005;Publication;775;Frank;2
776;A universal source thesaurus as a classification generator.;['Dagobert Soergel'];1972;Publication;776;Frank;1
777;A Semantic Multimedia Analysis Approach Utilizing a Region Thesaurus and LSA.;['Evaggelos Spyrou', 'Giorgos Tolias', 'Phivos Mylonas', 'Yannis Avrithis'];2008;Publication;777;Frank;4
778;A Thesaurus Construction Method from Large Scale Web Dictionaries.;['Kotaro Nakayama', 'Takahiro Hara', 'Shojiro Nishio'];2007;Publication;778;Frank;3
779;Analysing Multiple Versions of an Ontology: A Study of the NCI Thesaurus.;['Rafael S. Gonçalves', 'Bijan Parsia', 'Ulrike Sattler'];2011;Publication;779;Frank;3
780;Manufacturing Capability Inference and Supplier Classification Based on a Formal Thesaurus.;['Farhad Ameri', 'Stan Thornhill'];2013;Publication;780;Frank;2
781;Agent-Based Generation of Personal Thesaurus.;['Grzegorz Popek', 'Radoslaw P. Katarzyniak'];2009;Publication;781;Frank;2
782;Halbautomatische Erweiterung eines Thesaurus.;['Rüdiger Wirth'];1985;Publication;782;Frank;1
783;On the evaluation of thesaurus tools compatible with the Semantic Web.;['M. Mercedes Martínez-González', 'María Luisa Alvite Díez'];2014;Publication;783;Frank;2
784;Thesaurus Alignment for Linked Data Publishing.;['Ahsan Morshed', 'Caterina Caracciolo', 'Gudrun Johannsen', 'Johannes Keizer'];2011;Publication;784;Frank;4
785;Sociopolitical Thesaurus in Concept-based Information Retrieval.;['Mikhail S. Ageev', 'Boris V. Dobrov', 'Natalia V. Loukachevitch'];2005;Publication;785;Frank;3
786;A Texture Thesaurus for Browsing Large Aerial Photographs.;['Wei-Ying Ma', 'B. S. Manjunath'];1998;Publication;786;Frank;2
787;The Construction Method of Clue Words Thesaurus in Chinese Patents Based on Iteration and Self-filtering.;['Na Deng', 'Xu Chen', 'Ou Ruan', 'Chunzhi Wang', 'Zhiwei Ye', 'Jingbai Tian'];2017;Publication;787;Frank;6
788;Evaluating Thesaurus-Based Topic Models.;['Natalia V. Loukachevitch', 'Kirill Ivanov'];2018;Publication;788;Frank;2
789;Combining Multiple Evidence from Different Types of Thesaurus for Query Expansion.;['Rila Mandala', 'Takenobu Tokunaga', 'Hozumi Tanaka'];1999;Publication;789;Frank;3
790;"Creating a Thesaurus from Text: A ""Bottom-Up"" Approach to Organizing Medical Knowledge.";['Stuart J. Nelson', 'Thom Kuhn', 'Daniel Radzinski', 'David D. Sherertz', 'Mark S. Tuttle', 'Robert P. Spena'];1998;Publication;790;Frank;6
791;Improving contextual advertising matching by using Wikipedia thesaurus knowledge.;['Guandong Xu', 'Zongda Wu', 'Guiling Li', 'Enhong Chen'];2015;Publication;791;Frank;4
792;Statistical Thesaurus Construction for a Morphologically Rich Language.;['Chaya Liebeskind', 'Ido Dagan', 'Jonathan Schler'];2012;Publication;792;Frank;3
793;A Freely Available Automatically Generated Thesaurus of Related Words.;['Reinhard Rapp'];2004;Publication;793;Frank;1
794;A cluster-based approach to thesaurus construction;['Carolyn J. Crouch'];1988;Publication;794;Frank;1
795;Déclasser les voisins non sémantiques pour améliorer les thésaurus distributionnels.;['Olivier Ferret'];2015;Publication;795;Frank;1
796;How a Stylistic, Machine-Generated Thesaurus Impacts a Writer's Process.;['Katy Ilonka Gero', 'Lydia B. Chilton'];2019;Publication;796;Frank;2
797;A Multilingual Medical Thesaurus Browser for Patients and Medical Content Managers.;['Georg Göbel', 'Stefan Andreatta', 'Joachim Masser', 'Karl Peter Pfeiffer'];2001;Publication;797;Frank;4
798;Thesaurus Federations: A Framework for the Flexible Integration of Heterogeneous, Autonomous Thesauri.;['Ralf Nikolai', 'A. Traupe', 'Ralf Kramer'];1998;Publication;798;Frank;3
800;An Object-Based Approach to Managing Domain Specific Thesauri: Semiautomatic Thesaurus Construction and Query-Based Browsing.;['Jae Hun Choi', 'Jae Dong Yang', 'Dong Gill Lee'];2002;Publication;800;Frank;3
801;Thesaurus Project: Design of New Autonomous Underwater Vehicles for Documentation and Protection of Underwater Archaeological Sites.;['Benedetto Allotta', 'S. Bargagliotti', 'L. Botarelli', 'Andrea Caiti', 'Vincenzo Calabrò', 'G. Casa', 'Michele Cocco', 'Sara Colantonio', 'Carlo Colombo', 'S. Costa', 'Marco Fanfani', 'L. Franchi', 'P. Gambogi', 'Lavinio Gualdesi', 'Denise La Monica', 'Massimo Magrini', 'Massimo Martinelli', 'Davide Moroni', 'Andrea Munafò', 'Gordon J. Pace', 'C. Papa', 'Maria Antonietta Pascali', 'Gabriele Pieri', 'Marco Reggiannini', 'Marco Righi', 'Ovidio Salvetti', 'Marco Tampucci'];2012;Publication;801;Frank;27
802;Thesaurus-based disambiguation of gene symbols.;['Bob J. A. Schijvenaars', 'Barend Mons', 'Marc Weeber', 'Martijn J. Schuemie', 'Erik M. van Mulligen', 'Hester M. Wain', 'Jan A. Kors'];2005;Publication;802;Frank;7
803;Use of NLM Medical Subject Headings with the MeSH2010 Thesaurus in the PORTAL-DOORS System.;['Carl Taswell'];2010;Publication;803;Frank;1
804;Modelling Thesauri for the Semantic Web;['B. Matthews', 'A. Miles', 'M. Wilson'];2003;Publication;804;Frank;3
805;Thesaurus Wirtschaft. Entstehung, Konzeption und Aufbau;['M. Gastmeyer'];1994;Publication;805;Frank;1
806;Automatic Identification Of Cohesion In Texts: Exploiting The Lexical Organization Of Roget's Thesaurus.;['Amanda C. Jobbins', 'Lindsay J. Evett'];1995;Publication;806;Frank;2
807;Sentiment Classification into Three Classes Applying Multinomial Bayes Algorithm, N-Grams, and Thesaurus.;['Ksenia Lagutina', 'Vladislav Larionov', 'Vladislav Petryakov', 'Nadezhda Lagutina', 'Ilya Paramonov', 'Ivan Shchitov'];2019;Publication;807;Frank;6
808;A Graphical Thesaurus-Based Information Retrieval System.;['Charles F. McMath', 'Robert S. Tamaru', 'Roy Rada'];1989;Publication;808;Frank;3
809;Mehrsprachige Thesauri;['Simon Knoll'];2009;Publication;809;Frank;1
810;Erratum to: Edinburgh Associative Thesaurus as RDF and DBpedia Mapping.;['Jörn Hees', 'Rouven Bauer', 'Joachim Folz', 'Damian Borth', 'Andreas Dengel'];2016;Publication;810;Frank;5
811;Automatically Expansion of Thesaurus Entries with a Different Thesaurus.;['Hideki Kashioka', 'Satosi Shirai'];2000;Publication;811;Frank;2
812;Improving Farsi multiclass text classification using a thesaurus and two-stage feature selection.;['Nooshin Maghsoodi', 'Mohammad Mehdi Homayounpour'];2011;Publication;812;Frank;2
813;A Large-Scale Multi-Lingual Color Thesaurus.;['Albrecht J. Lindner', 'Bryan Zhi Li', 'Nicolas Bonnier', 'Sabine Süsstrunk'];2012;Publication;813;Frank;4
814;Cross-lingual thesaurus for multilingual knowledge management.;['Christopher C. Yang', 'Chih-Ping Wei', 'K. W. Li'];2008;Publication;814;Frank;3
815;Cleaning up a Legacy Thesaurus to Make it Fit for Transformation into a Semantic Web KOS.;['Anna Kasprzik'];2018;Publication;815;Frank;1
816;Roget's Thesaurus of English Words and Phrases;['P.M. Roget'];1911;Publication;816;Frank;1
817;A thesaurus data model for an intelligent retrieval system.;['Susan Jones'];1993;Publication;817;Frank;1
818;Positioning Unknown Words in a Thesaurus by Using Information Extracted from a Corpus.;['Naohiko Uramoto'];1996;Publication;818;Frank;1
819;Enriching a thesaurus as a better question-answering tool and information retrieval aid.;['Yejun Wu'];2018;Publication;819;Frank;1
820;Refined JST Thesaurus Extended with Data from Other Open Life Science Data Sources.;['Tatsuya Kushida', 'Yuka Tateisi', 'Takeshi Masuda', 'Katsutaro Watanabe', 'Katsuji Matsumura', 'Takahiro Kawamura', 'Kouji Kozaki', 'Toshihisa Takagi'];2017;Publication;820;Frank;8
822;Cross-Lingual Document Similarity Calculation Using the Multilingual Thesaurus EUROVOC.;['Ralf Steinberger', 'Bruno Pouliquen', 'Johan Hagman'];2002;Publication;822;Frank;3
823;Product Design Support System Based on Embodiment of Vague Concept Using Thesaurus.;['Mitsuho Nakajima', 'Tomoko Kojiri'];2019;Publication;823;Frank;2
824;Qualitative Evaluation of Thesaurus-Based Retrieval.;['Dorothee Blocks', 'Ceri Binding', 'Daniel Cunliffe', 'Douglas Tudhope'];2002;Publication;824;Frank;4
825;Improving Context Vector Models by Feature Clustering for Automatic Thesaurus Construction.;['Jia-Ming You', 'Keh-Jiann Chen'];2006;Publication;825;Frank;2
